chunk_id,source_id,sport,category,title,organization,text
C0073,S25,Soccer,Training,FIFA Football Fitness - Periodization and Load Management for Players,FIFA,"SOURCE: FIFA Football Fitness - Periodization and Load Management for Players (2023) ORGANIZATION: FIFA - Fédération Internationale de Football Association CATEGORY: Soccer - Training ------------------------------------------------------------ OVERVIEW Load management is the systematic control of training stress across a season to maximize performance and minimize injury. FIFA's Football Fitness department outlines specific periodization frameworks for amateur and semi-professional players. ANNUAL PERIODIZATION FRAMEWORK 1. Preparation Phase (Pre-Season, 6–8 weeks) - Weeks 1–2: Aerobic base. Low-intensity continuous running at 60–70% HRmax. Volume is high, intensity is low. - Weeks 3–4: Introduce higher-intensity intervals. SSG (Small-Sided Games) frequency increases. - Weeks 5–6: Sport-specific conditioning. Tactical integration. Maintain aerobic gains while introducing anaerobic capacity work. - Weeks 7–8: Taper. Reduce volume by 20–30%, maintain intensity. Peak readiness for season start. 2. Competition Phase (In-Season) - Objective: Maintain fitness while managing match fatigue. - Training volume drops 30–40% compared to pre-season. - Match-day minus 2 (MD-2): High-intensity"
C0074,S25,Soccer,Training,FIFA Football Fitness - Periodization and Load Management for Players,FIFA,"readiness for season start. 2. Competition Phase (In-Season) - Objective: Maintain fitness while managing match fatigue. - Training volume drops 30–40% compared to pre-season. - Match-day minus 2 (MD-2): High-intensity activation session (45 min). - Match-day minus 1 (MD-1): Low-intensity technical session (30 min). No high-intensity work. - Match-day plus 1 (MD+1): Active recovery only. No structured training. - Match-day plus 2 (MD+2): Moderate training resumes. 3. Transition Phase (Post-Season, 3–4 weeks) - Active rest. Cross-training encouraged (swimming, cycling, yoga). - No structured soccer training. - Psychological recovery is as important as physical. LOAD MONITORING TOOLS - Session RPE (sRPE): Rate of Perceived Exertion multiplied by session duration. Target load range: 200–400 AU for training, 400–800 AU for competitive matches. - Heart Rate Monitoring: Training zones defined by %HRmax. Beginners should spend majority of time in Zone 2 (65–75% HRmax). - Wellness questionnaires: Monitor fatigue, sleep, mood. Decline in wellness"
C0075,S25,Soccer,Training,FIFA Football Fitness - Periodization and Load Management for Players,FIFA,"- Heart Rate Monitoring: Training zones defined by %HRmax. Beginners should spend majority of time in Zone 2 (65–75% HRmax). - Wellness questionnaires: Monitor fatigue, sleep, mood. Decline in wellness scores predicts injury and illness. ACUTE:CHRONIC WORKLOAD RATIO (ACWR) - The ACWR compares the last week's training load to the rolling 4-week average. - Safe zone: 0.8–1.3 ACWR. - Danger zone: ACWR > 1.5 significantly increases soft tissue injury risk. - Danger zone: ACWR < 0.8 indicates undertraining and detraining. BEGINNER PLAYER LOAD GUIDELINES - Start with 2 sessions/week, each under 60 minutes. - Increase weekly load by no more than 10% per week. - Never follow a high-load week with another high-load week. - Prioritize skill development over fitness at the beginner stage. KEY TAKEAWAYS - Periodize training into preparation, competition, and transition phases. - Use MD-1/MD-2/MD+1/MD+2 framework to manage fatigue around matches. - Keep ACWR between 0.8 and"
C0076,S25,Soccer,Training,FIFA Football Fitness - Periodization and Load Management for Players,FIFA,"at the beginner stage. KEY TAKEAWAYS - Periodize training into preparation, competition, and transition phases. - Use MD-1/MD-2/MD+1/MD+2 framework to manage fatigue around matches. - Keep ACWR between 0.8 and 1.3 to stay in the safe training zone. - Monitor wellness daily; declining scores mean reduce load, not push through."
C0077,S26,Soccer,Nutrition,Applied Nutrition for Footballers - Energy Balance and Micronutrients,FIFA / European Journal of Sport Science,"SOURCE: Applied Nutrition for Footballers - Energy Balance and Micronutrients in Soccer (2022) ORGANIZATION: FIFA / European Journal of Sport Science (collaborative review) CATEGORY: Soccer - Nutrition ------------------------------------------------------------ OVERVIEW Beyond macronutrients, soccer players have specific micronutrient needs that directly affect energy metabolism, immune function, and recovery. This FIFA-aligned review synthesizes evidence on energy balance, iron, vitamin D, and antioxidants for soccer athletes at all levels. ENERGY REQUIREMENTS - Male soccer players: estimated total daily energy expenditure (TDEE) of 2,800–3,500 kcal/day on training days. - Female soccer players: 2,200–2,800 kcal/day on training days. - Energy availability (EA) = energy intake minus exercise energy expenditure. EA should be maintained above 30–45 kcal/kg fat-free mass/day. - Low energy availability (< 30 kcal/kg FFM/day) causes hormonal disruption, bone loss, increased illness, and impaired recovery. This is more common in female athletes. CARBOHYDRATE PERIODIZATION - High-carbohydrate days: Match days and days of high-intensity training. Target"
C0078,S26,Soccer,Nutrition,Applied Nutrition for Footballers - Energy Balance and Micronutrients,FIFA / European Journal of Sport Science,"causes hormonal disruption, bone loss, increased illness, and impaired recovery. This is more common in female athletes. CARBOHYDRATE PERIODIZATION - High-carbohydrate days: Match days and days of high-intensity training. Target 7–10 g/kg. - Moderate-carbohydrate days: Moderate training sessions. Target 5–7 g/kg. - Low-carbohydrate days: Rest days or light technical sessions. Target 3–5 g/kg. - Carbohydrate periodization (varying CHO based on training load) is evidence-supported for weight management without compromising performance. KEY MICRONUTRIENTS FOR SOCCER 1. Iron - Deficiency impairs oxygen transport and causes fatigue. - Risk group: Female players, vegetarian/vegan players. - Dietary sources: Red meat, legumes, fortified cereals, spinach. - Vitamin C enhances non-heme iron absorption; avoid calcium/coffee with iron-rich meals. - Testing: Annual blood test for ferritin recommended for female players. 2. Vitamin D - Critical for bone health, immune function, and muscle function. - Deficiency is common in players who train indoors or live in low-sunlight climates."
C0079,S26,Soccer,Nutrition,Applied Nutrition for Footballers - Energy Balance and Micronutrients,FIFA / European Journal of Sport Science,"for female players. 2. Vitamin D - Critical for bone health, immune function, and muscle function. - Deficiency is common in players who train indoors or live in low-sunlight climates. - Target serum 25(OH)D: > 75 nmol/L. - Sources: Sun exposure (15–30 min/day), oily fish, fortified dairy, supplementation (1,000–2,000 IU/day as needed, physician-guided). 3. Calcium - Essential for bone density and muscle contraction. - Daily target: 1,000–1,300 mg/day. - Sources: Dairy, fortified plant milks, almonds, broccoli. 4. Antioxidants (Vitamins C and E) - Exercise generates reactive oxygen species (ROS); antioxidants neutralize these. - A diet rich in colorful vegetables and fruits is sufficient for most players. - High-dose antioxidant supplementation is NOT recommended — may blunt training adaptations. HYDRATION AND ELECTROLYTES - Sodium: 500–1,500 mg per liter of sweat. Replace with sports drinks or salty foods post-match. - Potassium: 2,000–3,500 mg/day from diet (bananas, potatoes, orange juice). PRACTICAL MEAL PLANNING"
C0080,S26,Soccer,Nutrition,Applied Nutrition for Footballers - Energy Balance and Micronutrients,FIFA / European Journal of Sport Science,"ELECTROLYTES - Sodium: 500–1,500 mg per liter of sweat. Replace with sports drinks or salty foods post-match. - Potassium: 2,000–3,500 mg/day from diet (bananas, potatoes, orange juice). PRACTICAL MEAL PLANNING - Breakfast (training day): Oatmeal (80 g dry), banana, 2 eggs, 250 mL orange juice. - Pre-training snack (2 hrs prior): Toast (2 slices) with honey, 250 mL sports drink. - Post-training recovery: 250 g cooked chicken breast, 200 g white rice, steamed broccoli, 500 mL water. - Evening meal: Salmon (150 g), sweet potato (200 g), mixed salad with olive oil. KEY TAKEAWAYS - Match-day carbohydrates: 7–10 g/kg. Rest-day: 3–5 g/kg. - Monitor iron and vitamin D levels annually, especially for female players. - Eat a diet rich in colorful vegetables for antioxidant protection. - Maintain energy availability above 45 kcal/kg FFM/day to avoid hormonal and health consequences."
C0081,S27,Soccer,Recovery,UEFA Champions League - Recovery Science and Match Congestion Protocols,UEFA,"SOURCE: UEFA Champions League - Recovery Science and Match Congestion Protocols (2023) ORGANIZATION: Union of European Football Associations (UEFA) CATEGORY: Soccer - Recovery ------------------------------------------------------------ OVERVIEW UEFA's research on elite club football reveals that match congestion — playing more than one match per week — is the primary recovery challenge for modern soccer players. This document summarizes UEFA's evidence-based protocols for managing congestion and optimizing recovery, adapted for amateur and club-level athletes. PHYSIOLOGICAL CONSEQUENCES OF A 90-MINUTE MATCH - Muscle glycogen depleted by 40–90% depending on position. - 1–3% body mass lost through sweat. - Elevated creatine kinase (CK) and myoglobin (indicators of muscle damage) for 24–72 hours post-match. - Perception of muscle soreness peaks at 24–48 hours post-match (DOMS). - Neuromuscular function (sprint speed, jump height) reduced for 48–72 hours. THE UEFA RECOVERY TIMELINE - 0–30 minutes post-match: Begin refueling. Carbohydrate + protein snack. Start rehydration. - 30 minutes –"
C0082,S27,Soccer,Recovery,UEFA Champions League - Recovery Science and Match Congestion Protocols,UEFA,"Neuromuscular function (sprint speed, jump height) reduced for 48–72 hours. THE UEFA RECOVERY TIMELINE - 0–30 minutes post-match: Begin refueling. Carbohydrate + protein snack. Start rehydration. - 30 minutes – 2 hours: Full recovery meal. Cold water immersion if available. - 2–24 hours: Sleep is the primary recovery tool. Target 9 hours. - 24–48 hours: Active recovery sessions only. No high-intensity training. - 48–72 hours: Light technical work. Gradual reintroduction of physical load. - 72+ hours: Return to full training only if wellness markers are positive. MATCH CONGESTION MANAGEMENT - When 2 matches occur within 72 hours: Eliminate all high-intensity training sessions between matches. Prioritize sleep, nutrition, and cold water immersion. - When 3 matches occur within 10 days: Reduce training volume by 60% on non-match days. Include at least one complete rest day. COLD WATER IMMERSION (CWI) PROTOCOLS - UEFA-aligned CWI: 10–12 minutes at 10–15°C within 30 minutes of"
C0083,S27,Soccer,Recovery,UEFA Champions League - Recovery Science and Match Congestion Protocols,UEFA,"training volume by 60% on non-match days. Include at least one complete rest day. COLD WATER IMMERSION (CWI) PROTOCOLS - UEFA-aligned CWI: 10–12 minutes at 10–15°C within 30 minutes of full-time whistle. - Contrast bathing (alternating warm/cold): 1 minute cold, 1 minute warm, repeated 4–5 cycles. - CWI significantly reduces perceived fatigue and CK levels at 24 and 48 hours. SLEEP EXTENSION PROTOCOL - Napping 20–30 minutes at 2 PM on match days improves alertness by 30% and reaction time. - Prioritize sleep in a cool, dark room. Core body temperature must drop to initiate deep sleep. - Melatonin (0.5–3 mg) may help players who struggle with post-match adrenaline, but consult a physician. NUTRITION FOR ACCELERATED RECOVERY - 1.2 g/kg carbohydrates in the first 30–60 minutes post-match (prioritize fast-absorbing: white rice, fruit, sports drinks). - 25–30 g protein within 2 hours (chicken, eggs, Greek yogurt, or whey). - Omega-3 fatty"
C0084,S27,Soccer,Recovery,UEFA Champions League - Recovery Science and Match Congestion Protocols,UEFA,"carbohydrates in the first 30–60 minutes post-match (prioritize fast-absorbing: white rice, fruit, sports drinks). - 25–30 g protein within 2 hours (chicken, eggs, Greek yogurt, or whey). - Omega-3 fatty acids (from fish, flaxseed) reduce exercise-induced inflammation. - Tart cherry juice (480 mL daily for 4–7 days around congested periods) — shown to reduce muscle soreness in team sport athletes. KEY TAKEAWAYS - Muscle damage and neuromuscular impairment last 48–72 hours after a match. - The recovery window starts immediately at full-time — nutrition and CWI matter. - Sleep 9+ hours for the two nights following a match. - During congested fixture periods, eliminate high-intensity training between games entirely."
C0085,S28,Tennis,Training,ATP/WTA Physical Preparation Standards and Testing Protocols,ATP / WTA,"SOURCE: ATP/WTA Physical Preparation Standards and Testing Protocols (2023) ORGANIZATION: Association of Tennis Professionals (ATP) / Women's Tennis Association (WTA) CATEGORY: Tennis - Training ------------------------------------------------------------ OVERVIEW The ATP and WTA jointly fund sports science research and establish physical preparation benchmarks for professional tennis. This document adapts their standards for club and intermediate-level players who aspire to train with professional methods. PHYSICAL TESTING BENCHMARKS (ATP/WTA Benchmarks, adapted for club level) - 5m Sprint: < 1.05 seconds (elite); < 1.20 seconds (good club standard) - 10m Sprint: < 1.75 seconds (elite); < 2.00 seconds (good club standard) - Change of Direction (COD — 505 test): < 2.3 seconds (elite); < 2.6 seconds (good club) - Aerobic Capacity (Yo-Yo IRT Level 1): > 2,000 m (elite); > 1,200 m (good club) - Maximal Strength (Back Squat 1RM): > 1.5x body weight (elite male); > 1.2x (good club male) POSITION-SPECIFIC PHYSICAL DEMANDS - Baseline"
C0086,S28,Tennis,Training,ATP/WTA Physical Preparation Standards and Testing Protocols,ATP / WTA,"2,000 m (elite); > 1,200 m (good club) - Maximal Strength (Back Squat 1RM): > 1.5x body weight (elite male); > 1.2x (good club male) POSITION-SPECIFIC PHYSICAL DEMANDS - Baseline players (e.g., Rafa Nadal style): Require exceptional lateral endurance, lower body strength and stability, and ability to sustain high-intensity rallies for extended periods. More aerobic conditioning needed. - Serve-and-volley / all-court players: Require explosive first-step quickness, shoulder stability, and anaerobic power for short bursts. ATP/WTA PHYSICAL PREPARATION PILLARS 1. Movement Efficiency - Efficient movement = covering court with fewer steps. Train using shadow footwork drills. - Split-step timing: The split-step (small hop as opponent hits) is the most important movement skill in tennis. Must be automatic. - First 3 steps determine 80% of court positioning — explosive acceleration drills are critical. 2. On-Court Conditioning - Ghosting: Moving to all court positions (forehand, backhand, volley, overhead, wide forehand, wide backhand) without"
C0087,S28,Tennis,Training,ATP/WTA Physical Preparation Standards and Testing Protocols,ATP / WTA,"determine 80% of court positioning — explosive acceleration drills are critical. 2. On-Court Conditioning - Ghosting: Moving to all court positions (forehand, backhand, volley, overhead, wide forehand, wide backhand) without a ball. Trains movement patterns and conditioning simultaneously. - Spider Drill with Racket: Combines ball pickup and directional movement for functional conditioning. 3. Strength and Power Training - Periodize strength work: Heavy strength (3–5 reps, 3–5 sets) during off-season; Power focus (3–5 reps at 50–70% 1RM, explosive intent) during pre-season; Maintenance (2 sessions/week) in-season. - Essential exercises: Bulgarian split squats, Romanian deadlifts, cable rotations, landmine press, single-arm cable rows. 4. Injury Prevention Focus Areas - Rotator cuff: External rotation, Y-T-W exercises with bands. Essential for all tennis players. - Hip flexors and adductors: Hip 90/90 mobility, Copenhagen plank. - Ankles: Single-leg balance progressions, resistance band eversion exercises. TRAINING LOAD PERIODIZATION (Weekly Template — In-Season) - Monday: Rest or light cross-training"
C0088,S28,Tennis,Training,ATP/WTA Physical Preparation Standards and Testing Protocols,ATP / WTA,"flexors and adductors: Hip 90/90 mobility, Copenhagen plank. - Ankles: Single-leg balance progressions, resistance band eversion exercises. TRAINING LOAD PERIODIZATION (Weekly Template — In-Season) - Monday: Rest or light cross-training - Tuesday: Tennis (2 hrs) + Lower body strength - Wednesday: Tennis (2 hrs) + Core and stability - Thursday: On-court conditioning (ghosting, suicide drills) + Upper body strength - Friday: Match practice / sparring - Saturday: Competition - Sunday: Active recovery KEY TAKEAWAYS - The split-step and first 3 explosive steps are the most critical movement skills to develop. - Use ghosting drills for sport-specific conditioning without match pressure. - Bulgarian split squats and cable rotations are the most important strength exercises for tennis. - Periodize strength from heavy (off-season) to powerful (pre-season) to maintenance (in-season)."
C0089,S29,Tennis,Nutrition,Nutritional Periodization and Weight Management for Competitive Tennis,USOPC / USTA High Performance,"SOURCE: Nutritional Periodization and Weight Management for Competitive Tennis Players (2022) ORGANIZATION: United States Olympic and Paralympic Committee (USOPC) / USTA High Performance CATEGORY: Tennis - Nutrition ------------------------------------------------------------ OVERVIEW Competitive tennis presents unique nutritional challenges: variable match duration (1 to 5+ hours), extreme heat, back-to-back tournament scheduling, and wide variation in physical demands across surfaces (hard, clay, grass). This USOPC-aligned guide addresses periodized nutrition for competitive club and tournament tennis. ENERGY REQUIREMENTS - Male competitive players: 2,800–4,000 kcal/day depending on training volume and match load. - Female competitive players: 2,200–3,200 kcal/day. - During heavy tournament weeks (3+ matches): Increase total caloric intake by 300–500 kcal/day to avoid energy deficit. CARBOHYDRATE PERIODIZATION FOR TENNIS - Pre-tournament (2 days before): Increase carbohydrates to 8–10 g/kg/day (mini-carbohydrate load). - Match day (short match, <90 min): 5–6 g/kg carbohydrates total for the day. - Match day (long match, >90 min): 7–10 g/kg. Include intra-match"
C0090,S29,Tennis,Nutrition,Nutritional Periodization and Weight Management for Competitive Tennis,USOPC / USTA High Performance,"to 8–10 g/kg/day (mini-carbohydrate load). - Match day (short match, <90 min): 5–6 g/kg carbohydrates total for the day. - Match day (long match, >90 min): 7–10 g/kg. Include intra-match carbohydrates (30–60 g/hr via sports drinks, gels, or banana pieces during changeovers). - Rest days: 3–5 g/kg. Focus on protein and vegetables. PROTEIN FOR TENNIS PLAYERS - Daily: 1.5–1.8 g/kg body weight. - During heavy tournament play: Up to 2.0 g/kg to support muscle repair when recovery time between matches is short. - Best sources: Chicken, fish, eggs, Greek yogurt, cottage cheese, whey/plant protein. HEAT NUTRITION STRATEGIES (USOPC Guidelines) - Hot conditions increase carbohydrate oxidation rate by up to 15%. - Sodium intake becomes critical — muscle cramps in heat are driven primarily by sodium loss, not just fluid loss. - Pre-event sodium loading: Add 1,000–1,500 mg of sodium in the pre-match meal (e.g., sports drink, salted pretzels, broth). -"
C0091,S29,Tennis,Nutrition,Nutritional Periodization and Weight Management for Competitive Tennis,USOPC / USTA High Performance,"are driven primarily by sodium loss, not just fluid loss. - Pre-event sodium loading: Add 1,000–1,500 mg of sodium in the pre-match meal (e.g., sports drink, salted pretzels, broth). - Cool drinks are absorbed faster than warm drinks — use ice-cold beverages when possible in heat. WEIGHT MANAGEMENT IN TENNIS - Tennis players sometimes attempt to cut weight for speed gains. This is risky: - Rapid weight loss impairs reaction time, power output, and concentration. - If weight loss is appropriate (gradual, off-season), aim for no more than 0.5 kg/week loss while keeping protein at 2.0 g/kg to protect muscle mass. - Never cut weight during a tournament or heavy training block. PRACTICAL MATCH-DAY NUTRITION PLAN - 3–4 hours before match: Chicken and rice bowl (300 g cooked rice, 150 g chicken, olive oil, banana). 600 mL water. - 60 minutes before: 1 banana or 1 energy gel + 300"
C0092,S29,Tennis,Nutrition,Nutritional Periodization and Weight Management for Competitive Tennis,USOPC / USTA High Performance,"match: Chicken and rice bowl (300 g cooked rice, 150 g chicken, olive oil, banana). 600 mL water. - 60 minutes before: 1 banana or 1 energy gel + 300 mL sports drink. - During match (changeovers): Sips of sports drink (150–200 mL every changeover). At set break: half a banana or energy gel. - Post-match (within 30 min): Recovery shake (30 g protein + 60 g fast carb) or chocolate milk (500 mL). - Post-match meal (within 2 hours): Grilled salmon, sweet potato, green vegetables. KEY TAKEAWAYS - Carbohydrate load 2 days before tournaments. - Maintain 30–60 g/hr of carbohydrates during matches longer than 90 minutes. - Sodium is as critical as fluids in hot conditions — salt your pre-match meal. - Never attempt weight loss during competition periods."
C0093,S30,Tennis,Recovery,ITF Medical Commission - Injury Prevention Sleep and Long-Term Development,ITF Medical Commission,"SOURCE: ITF Medical Commission - Injury Prevention, Sleep Science, and Long-Term Athlete Development for Tennis (2023) ORGANIZATION: International Tennis Federation (ITF) Medical Commission CATEGORY: Tennis - Recovery ------------------------------------------------------------ OVERVIEW The ITF Medical Commission integrates sleep science, injury epidemiology, and long-term athlete development (LTAD) principles into recovery recommendations. Overuse injuries and burnout are the two primary long-term risks for tennis players, and both are directly tied to poor recovery management. SLEEP SCIENCE FOR TENNIS ATHLETES 1. Sleep Architecture and Athletic Recovery - Deep sleep (slow-wave sleep) is when Growth Hormone (GH) is secreted — critical for tissue repair. - REM sleep consolidates skill learning and tactical memory. Tennis players who sleep < 7 hours show measurably worse decision-making under pressure. - Recommended sleep: 9 hours for junior players (< 18 years); 8–9 hours for adults. 2. Sleep Hygiene Protocols - Avoid blue light (screens) 90 minutes before bed. - Room temperature"
C0094,S30,Tennis,Recovery,ITF Medical Commission - Injury Prevention Sleep and Long-Term Development,ITF Medical Commission,"Recommended sleep: 9 hours for junior players (< 18 years); 8–9 hours for adults. 2. Sleep Hygiene Protocols - Avoid blue light (screens) 90 minutes before bed. - Room temperature should be 18–20°C (cool promotes sleep onset). - Consistent bedtime and wake time even on rest days (within 30-minute window). - Post-match arousal (adrenaline, cortisol) delays sleep onset — use breathing techniques (4-7-8 method) or light reading to decelerate. 3. Napping Guidelines - A 20-minute nap before 3 PM improves afternoon alertness and reaction time. - Naps longer than 30 minutes risk sleep inertia (grogginess). - Strategic napping before evening matches can compensate for disrupted nighttime sleep. OVERUSE INJURY PREVENTION IN TENNIS Common overuse injuries: Lateral epicondylitis (tennis elbow), rotator cuff tendinopathy, patellar tendinopathy, stress fractures. 1. Elbow and Shoulder - Forearm strengthening: Wrist curls, reverse wrist curls, pronation/supination with light dumbbell. - Rotator cuff maintenance: Sidelying external rotation, prone"
C0095,S30,Tennis,Recovery,ITF Medical Commission - Injury Prevention Sleep and Long-Term Development,ITF Medical Commission,"cuff tendinopathy, patellar tendinopathy, stress fractures. 1. Elbow and Shoulder - Forearm strengthening: Wrist curls, reverse wrist curls, pronation/supination with light dumbbell. - Rotator cuff maintenance: Sidelying external rotation, prone Y-T-W, face pulls. - Minimum 2 sessions/week year-round regardless of season. 2. Knee - Eccentric quadriceps strengthening (decline squats) prevents patellar tendinopathy. - Landing mechanics training: Soft knees during split-step landing, never land stiff-legged. 3. Back - Core anti-rotation (Pallof press, dead bugs) protects lumbar spine from rotational forces of serving. - Thoracic mobility daily: Cat-cow, thoracic rotations, foam roller thoracic extension. LONG-TERM ATHLETE DEVELOPMENT (LTAD) — RECOVERY FOCUS - Junior athletes (12–16): Prioritize sleep and nutrition over any recovery modality. 10 hours sleep recommended. - Late adolescents (16–21): Recovery modalities (CWI, massage) can be introduced alongside sleep priority. - Adults: Full recovery stack can be implemented — CWI, compression, nutrition timing, sleep extension. MENTAL RECOVERY - Match loss analysis"
C0096,S30,Tennis,Recovery,ITF Medical Commission - Injury Prevention Sleep and Long-Term Development,ITF Medical Commission,"modalities (CWI, massage) can be introduced alongside sleep priority. - Adults: Full recovery stack can be implemented — CWI, compression, nutrition timing, sleep extension. MENTAL RECOVERY - Match loss analysis should be limited to 30 minutes, then deliberately stopped. - Journaling, music, or social connection should follow match reflection. - Chronic performance anxiety is a recovery issue — breathing-based interventions (diaphragmatic breathing) reduce cortisol and accelerate nervous system recovery. KEY TAKEAWAYS - Sleep 8–9 hours, prioritize consistent schedule, and avoid screens before bed. - Rotator cuff and forearm strengthening must be done year-round to prevent overuse injuries. - Use 20-minute naps before afternoon matches to boost alertness. - Limit post-match analysis to 30 minutes to protect mental recovery."
C0097,S31,Basketball,Training,NBA Performance Lab - Advanced Load Management and Position-Specific Conditioning,NBA Performance Lab,"SOURCE: NBA Performance Lab - Advanced Load Management and Position-Specific Conditioning (2023) ORGANIZATION: NBA Performance Lab / NBA G League Performance Science CATEGORY: Basketball - Training ------------------------------------------------------------ OVERVIEW The NBA Performance Lab, established in 2016, aggregates biometric and performance data from NBA and G League players. Their published guidelines have been adapted here for club-level and recreational basketball players. The central insight: basketball performance is determined by power, speed, agility, and conditioning — in that priority order. POSITION-SPECIFIC PHYSICAL DEMANDS 1. Guards (Point Guard / Shooting Guard) - Highest total distance covered: 5–6 km per 40 minutes. - Primary demands: Change-of-direction speed, lateral quickness, endurance to sustain 30–35 minutes of high-intensity play. - Training emphasis: Lateral agility drills, anaerobic intervals, upper body quickness for ball-handling under fatigue. 2. Small Forwards / Wings - Mixed demands: Require combination of guard-level speed and big-man strength. - Primary demands: First-step quickness, cutting ability,"
C0098,S31,Basketball,Training,NBA Performance Lab - Advanced Load Management and Position-Specific Conditioning,NBA Performance Lab,"upper body quickness for ball-handling under fatigue. 2. Small Forwards / Wings - Mixed demands: Require combination of guard-level speed and big-man strength. - Primary demands: First-step quickness, cutting ability, one-on-one defensive capability. - Training emphasis: Plyometrics, straight-line speed, single-leg strength. 3. Power Forwards / Centers - Highest physical contact and strength demands. - Primary demands: Lower body strength for rebounding, core stability for post play, vertical jump for shot-blocking. - Training emphasis: Heavy compound lower body work, plyometrics, core anti-rotation. LOAD MANAGEMENT PRINCIPLES (NBA-Adapted for Club Level) - Acute workload monitoring: Track minutes played + training minutes. Keep weekly spike < 20% over the rolling 4-week average. - Rest during back-to-back games: If you play on Friday, Saturday should be active recovery only — no high-intensity conditioning. - Manage the cumulative fatigue of a season: Plan a 1-week deload every 6–8 weeks during the competitive season. BASKETBALL-SPECIFIC CONDITIONING METHODS"
C0099,S31,Basketball,Training,NBA Performance Lab - Advanced Load Management and Position-Specific Conditioning,NBA Performance Lab,"be active recovery only — no high-intensity conditioning. - Manage the cumulative fatigue of a season: Plan a 1-week deload every 6–8 weeks during the competitive season. BASKETBALL-SPECIFIC CONDITIONING METHODS 1. 5-Lane Drill (NBA-Standard) - Player starts at center court, sprints to near baseline, backpedals to center, sprints to far baseline, backpedals to center. Simulates defensive transitions. - Complete 5–8 repetitions with 30 seconds rest between reps. 2. Mikan Drill (Conditioning Variant) - Continuous layups on alternating sides for 60 seconds. Develops close-range finishing and cardiovascular conditioning simultaneously. 3. Ball-Handling Agility Circuits - Combine ball handling with cone weaving drills. Trains the motor cortex to make skilled decisions under physical fatigue. VERTICAL JUMP DEVELOPMENT (NBA Research) - Minimum 8 weeks of plyometric training required for measurable improvements. - Most effective exercises: Depth jumps (drop from 30–50 cm box), single-leg bounds, trap bar jump squats. - Avoid high-volume plyometrics within 48"
C0100,S31,Basketball,Training,NBA Performance Lab - Advanced Load Management and Position-Specific Conditioning,NBA Performance Lab,"of plyometric training required for measurable improvements. - Most effective exercises: Depth jumps (drop from 30–50 cm box), single-leg bounds, trap bar jump squats. - Avoid high-volume plyometrics within 48 hours of a game. - NBA data shows countermovement jump (CMJ) height is the best predictor of fatigue — a >5% CMJ drop signals incomplete recovery. KEY TAKEAWAYS - Position-specific training maximizes the relevance of conditioning work. - Track cumulative load — weekly spike > 20% predicts injury. - CMJ height > 5% decline = do not train at high intensity; recovery needed. - Vertical jump improvements require at least 8 weeks of consistent plyometric training."
C0101,S32,Basketball,Nutrition,NCAA Basketball - Sports Science and Performance Nutrition Guidelines,NCAA Sport Science Institute,"SOURCE: NCAA Basketball - Sports Science and Performance Nutrition Guidelines (2023) ORGANIZATION: National Collegiate Athletic Association (NCAA) Sport Science Institute CATEGORY: Basketball - Nutrition ------------------------------------------------------------ OVERVIEW The NCAA Sport Science Institute provides evidence-based nutrition education for collegiate athletes. Basketball players — particularly those transitioning from high school to college — frequently have poor nutritional habits. This document addresses caloric needs, fueling timing, and the unique challenges of the basketball schedule. CALORIC AND MACRONUTRIENT NEEDS BY POSITION - Guards (high movement): 3,000–3,800 kcal/day during season. - Forwards/Centers (strength-dominant): 3,500–4,500 kcal/day during season, higher during pre-season conditioning. - Carbohydrates: 5–7 g/kg/day during season. 7–10 g/kg/day on game days. - Protein: 1.6–2.0 g/kg/day to support muscle maintenance throughout the long season. - Fat: 25–35% of total calories. Prioritize unsaturated fats. PRE-GAME NUTRITION PROTOCOL (NCAA Standard) - 3–4 hours before tipoff: Full meal. High carbohydrate (1.5–3 g/kg), moderate protein, low fat. Examples: turkey sandwich"
C0102,S32,Basketball,Nutrition,NCAA Basketball - Sports Science and Performance Nutrition Guidelines,NCAA Sport Science Institute,"25–35% of total calories. Prioritize unsaturated fats. PRE-GAME NUTRITION PROTOCOL (NCAA Standard) - 3–4 hours before tipoff: Full meal. High carbohydrate (1.5–3 g/kg), moderate protein, low fat. Examples: turkey sandwich on whole grain, pasta with chicken and marinara, rice bowl with lean protein. - 1–2 hours before: Light carbohydrate snack only (banana, granola bar, small sports drink). Avoid high fat or high fiber at this point. - 30 minutes before: Optional small carbohydrate snack (energy gel, sports chews, half banana). HALFTIME AND IN-GAME FUELING - Use the halftime break (15 min) to: - Drink 12–20 oz of sports drink or water. - Eat a small carbohydrate snack if needed (banana, energy chews) for games lasting over 90 minutes of actual playing time. - During timeouts: sips of fluid only. POST-GAME RECOVERY NUTRITION - The NCAA recommends teams have a recovery protocol in place — ideally a team meal within 2"
